#V3.30
#C data file created using the SS_writedat function in the R package r4ss
#C should work with SS version:
#C file write time: 2021-03-10 15:23:42
#
1977 #_styr
2022 #_endyr
1 #_nseas
12 #_months_per_seas
2 #_Nsubseasons
1 #_spawn_month
1 #_Nsexes
10 #_Nages
1 #_N_areas
9 #_Nfleets
#_fleetinfo
#_type  surveytiming    area    units   need_catch_mult fleetname
2011    7   4   0   0   1   66.5    66.5    2.8 0   0   0   0.1 0.7 0.15    0.05    0   0   0   #_2869
2011    7   4   0   0   1   67.5    67.5    2.24    0   0   0   0.125   0.6875  0.125   0.0625  0   0   0   #_2870
2011    7   4   0   0   1   68.5    68.5    2.1 0   0   0   0.0666667   0.533333    0.333333    0.0666667   0   0   0   #_2871
2011    7   4   0   0   1   69.5    69.5    1.54    0   0   0   0   0.545455    0.454545    0   0   0   0   #_2872
2011    7   4   0   0   1   70.5    70.5    1.54    0   0   0   0.181818    0.454545    0.363636    0   0   0   0   #_2873
2011    7   4   0   0   1   71.5    71.5    1.26    0   0   0   0   0.444444    0.444444    0.111111    0   0   0   #_2874
2011    7   4   0   0   1   72.5    72.5    1.68    0   0   0   0   0.75    0.166667    0.0833333   0   0   0   #_2875
2011    7   4   0   0   1   73.5    73.5    0.84    0   0   0   0   0.333333    0.666667    0   0   0   0   #_2876
2011    7   4   0   0   1   74.5    74.5    1.12    0   0   0   0   0.625   0.25    0.125   0   0   0   #_2877
2011    7   4   0   0   1   75.5    75.5    1.26    0   0   0   0   0   0.666667    0.333333    0   0   0   #_2878
2011    7   4   0   0   1   76.5    76.5    0.56    0   0   0   0   0   0.75    0.25    0   0   0   #_2879
2011    7   4   0   0   1   77.5    77.5    1.26    0   0   0   0   0.111111    0.444444    0.333333    0.111111    0   0   #_2880
2011    7   4   0   0   1   78.5    78.5    0.84    0   0   0   0   0.166667    0.666667    0   0.166667    0   0   #_2881
2011    7   4   0   0   1   79.5    79.5    0.7 0   0   0   0   0.2 0.2 0.4 0.2 0   0   #_2882
2011    7   4   0   0   1   80.5    80.5    0.28    0   0   0   0   0.5 0   0.5 0   0   0   #_2883
2011    7   4   0   0   1   81.5    81.5    0.28    0   0   0   0   0   0.5 0.5 0   0   0   #_2884
2011    7   4   0   0   1   82.5    82.5    0.42    0   0   0   0   0   0.666667    0.333333    0   0   0   #_2885
2011    7   4   0   0   1   83.5    83.5    0.56    0   0   0   0   0.25    0.5 0   0.25    0   0   #_2886
2011    7   4   0   0   1   84.5    84.5    0.42    0   0   0   0   0   0.666667    0.333333    0   0   0   #_2887
2011    7   4   0   0   1   85.5    85.5    0.14    0   0   0   0   0   0   1   0   0   0   #_2888
2011    7   4   0   0   1   86.5    86.5    0.14    0   0   0   0   0   0   1   0   0   0   #_2889
2011    7   4   0   0   1   88.5    88.5    0.42    0   0   0   0   0   0.333333    0.333333    0.333333    0   0   #_2890
2011    7   4   0   0   1   89.5    89.5    0.28    0   0   0   0   0   0.5 0.5 0   0   0   #_2891
2011    7   4   0   0   1   91.5    91.5    0.14    0   0   0   0   0   0   1   0   0   0   #_2892
2011    7   4   0   0   1   94.5    94.5    0.14    0   0   0   0   0   0   1   0   0   0   #_2893
2011    7   4   0   0   1   96.5    96.5    0.14    0   0   0   0   0   0   0   0   0   1   #_2894
2013    7   4   0   0   1   109.5   109.5   0.14    0   0   0   0   0   0   0   1   0   0   #_2895
2013    7   4   0   0   1   11.5    11.5    0.56    1   0   0   0   0   0   0   0   0   0   #_2896
2013    7   4   0   0   1   12.5    12.5    1.26    1   0   0   0   0   0   0   0   0   0   #_2897
2013    7   4   0   0   1   13.5    13.5    1.54    1   0   0   0   0   0   0   0   0   0   #_2898
2013    7   4   0   0   1   14.5    14.5    1.26    1   0   0   0   0   0   0   0   0   0   #_2899
2013    7   4   0   0   1   15.5    15.5    1.26    1   0   0   0   0   0   0   0   0   0   #_2900
2013    7   4   0   0   1   16.5    16.5    1.4 1   0   0   0   0   0   0   0   0   0   #_2901
2013    7   4   0   0   1   17.5    17.5    1.54    1   0   0   0   0   0   0   0   0   0   #_2902
2013    7   4   0   0   1   18.5    18.5    2.1 1   0   0   0   0   0   0   0   0   0   #_2903
2013    7   4   0   0   1   19.5    19.5    2.1 1   0   0   0   0   0   0   0   0   0   #_2904
2013    7   4   0   0   1   20.5    20.5    1.26    1   0   0   0   0   0   0   0   0   0   #_2905
2013    7   4   0   0   1   21.5    21.5    1.4 1   0   0   0   0   0   0   0   0   0   #_2906
2013    7   4   0   0   1   22.5    22.5    1.12    1   0   0   0   0   0   0   0   0   0   #_2907
2013    7   4   0   0   1   23.5    23.5    1.4 0.7 0.3 0   0   0   0   0   0   0   0   #_2908
2013    7   4   0   0   1   24.5    24.5    1.26    0.333333    0.666667    0   0   0   0   0   0   0   0   #_2909
2013    7   4   0   0   1   25.5    25.5    1.96    0.0714286   0.928571    0   0   0   0   0   0   0   0   #_2910
2013    7   4   0   0   1   26.5    26.5    1.68    0.0833333   0.916667    0   0   0   0   0   0   0   0   #_2911
2013    7   4   0   0   1   27.5    27.5    1.68    0.0833333   0.916667    0   0   0   0   0   0   0   0   #_2912
2013    7   4   0   0   1   28.5    28.5    1.4 0   1   0   0   0   0   0   0   0   0   #_2913
2013    7   4   0   0   1   29.5    29.5    1.96    0   0.928571    0.0714286   0   0   0   0   0   0   0   #_2914
2013    7   4   0   0   1   30.5    30.5    1.68    0   0.75    0.25    0   0   0   0   0   0   0   #_2915
2013    7   4   0   0   1   31.5    31.5    1.4 0   0.8 0.2 0   0   0   0   0   0   0   #_2916
2013    7   4   0   0   1   32.5    32.5    0.98    0   0.857143    0.142857    0   0   0   0   0   0   0   #_2917
2013    7   4   0   0   1   33.5    33.5    0.84    0   0.5 0.5 0   0   0   0   0   0   0   #_2918
2013    7   4   0   0   1   34.5    34.5    1.26    0   0.333333    0.666667    0   0   0   0   0   0   0   #_2919
2013    7   4   0   0   1   35.5    35.5    1.4 0   0.3 0.7 0   0   0   0   0   0   0   #_2920
2013    7   4   0   0   1   36.5    36.5    1.4 0   0.4 0.6 0   0   0   0   0   0   0   #_2921
2013    7   4   0   0   1   37.5    37.5    2.1 0   0.2 0.8 0   0   0   0   0   0   0   #_2922
2013    7   4   0   0   1   38.5    38.5    1.96    0   0.214286    0.714286    0.0714286   0   0   0   0   0   0   #_2923
2013    7   4   0   0   1   39.5    39.5    1.82    0   0   1   0   0   0   0   0   0   0   #_2924
2013    7   4   0   0   1   40.5    40.5    2.1 0   0   0.933333    0.0666667   0   0   0   0   0   0   #_2925
2013    7   4   0   0   1   41.5    41.5    1.82    0   0   0.846154    0.153846    0   0   0   0   0   0   #_2926
2013    7   4   0   0   1   42.5    42.5    1.82    0   0   0.769231    0.230769    0   0   0   0   0   0   #_2927
2013    7   4   0   0   1   43.5    43.5    2.38    0   0   0.705882    0.294118    0   0   0   0   0   0   #_2928
2013    7   4   0   0   1   44.5    44.5    2.1 0   0   0.933333    0.0666667   0   0   0   0   0   0   #_2929
2013    7   4   0   0   1   45.5    45.5    2.94    0   0   0.761905    0.238095    0   0   0   0   0   0   #_2930
2013    7   4   0   0   1   46.5    46.5    3.22    0   0   0.73913 0.26087 0   0   0   0   0   0   #_2931
2013    7   4   0   0   1   47.5    47.5    2.38    0   0   0.647059    0.352941    0   0   0   0   0   0   #_2932
2013    7   4   0   0   1   48.5    48.5    2.94    0   0   0.285714    0.619048    0.0952381   0   0   0   0   0   #_2933
2013    7   4   0   0   1   49.5    49.5    3.08    0   0   0.318182    0.5 0.136364    0.0454545   0   0   0   0   #_2934
2013    7   4   0   0   1   50.5    50.5    2.66    0   0   0.368421    0.578947    0.0526316   0   0   0   0   0   #_2935
2013    7   4   0   0   1   51.5    51.5    2.8 0   0   0.3 0.6 0   0.1 0   0   0   0   #_2936
2013    7   4   0   0   1   52.5    52.5    2.38    0   0   0.235294    0.705882    0   0.0588235   0   0   0   0   #_2937
2013    7   4   0   0   1   53.5    53.5    2.1 0   0   0.2 0.533333    0.2 0.0666667   0   0   0   0   #_2938
2013    7   4   0   0   1   54.5    54.5    2.66    0   0   0.0526316   0.578947    0.263158    0.105263    0   0   0   0   #_2939
2013    7   4   0   0   1   55.5    55.5    3.08    0   0   0.0454545   0.363636    0.409091    0.181818    0   0   0   0   #_2940
2013    7   4   0   0   1   56.5    56.5    2.24    0   0   0.0625  0.375   0.4375  0.125   0   0   0   0   #_2941
2013    7   4   0   0   1   57.5    57.5    2.66    0   0   0   0.368421    0.526316    0.105263    0   0   0   0   #_2942
2013    7   4   0   0   1   58.5    58.5    2.52    0   0   0   0.166667    0.777778    0.0555556   0   0   0   0   #_2943
2013    7   4   0   0   1   59.5    59.5    2.66    0   0   0   0.210526    0.526316    0.210526    0.0526316   0   0   0   #_2944
2013    7   4   0   0   1   60.5    60.5    2.38    0   0   0   0.0588235   0.529412    0.176471    0.235294    0   0   0   #_2945
2013    7   4   0   0   1   61.5    61.5    2.94    0   0   0   0.0952381   0.47619 0.285714    0.142857    0   0   0   #_2946
2013    7   4   0   0   1   62.5    62.5    2.8 0   0   0   0.15    0.7 0.15    0   0   0   0   #_2947
2013    7   4   0   0   1   63.5    63.5    2.52    0   0   0   0   0.611111    0.333333    0   0.0555556   0   0   #_2948
2013    7   4   0   0   1   64.5    64.5    2.24    0   0   0   0.0625  0.375   0.5625  0   0   0   0   #_2949
2013    7   4   0   0   1   65.5    65.5    2.38    0   0   0   0   0.352941    0.588235    0   0.0588235   0   0   #_2950
2013    7   4   0   0   1   66.5    66.5    1.54    0   0   0   0   0.363636    0.454545    0.0909091   0.0909091   0   0   #_2951
2013    7   4   0   0   1   67.5    67.5    2.1 0   0   0   0   0.133333    0.533333    0.333333    0   0   0   #_2952
2013    7   4   0   0   1   68.5    68.5    2.1 0   0   0   0   0.266667    0.266667    0.333333    0.133333    0   0   #_2953
2013    7   4   0   0   1   69.5    69.5    2.1 0   0   0   0   0.133333    0.466667    0.333333    0.0666667   0   0   #_2954
2013    7   4   0   0   1   70.5    70.5    1.4 0   0   0   0.1 0   0.5 0.3 0.1 0   0   #_2955
2013    7   4   0   0   1   71.5    71.5    1.4 0   0   0   0   0.1 0.3 0.4 0.1 0   0.1 #_2956
2013    7   4   0   0   1   72.5    72.5    1.12    0   0   0   0   0.125   0.375   0.375   0.125   0   0   #_2957
2013    7   4   0   0   1   73.5    73.5    0.84    0   0   0   0   0   0.333333    0.5 0   0.166667    0   #_2958
2013    7   4   0   0   1   74.5    74.5    0.7 0   0   0   0   0   0.6 0   0.2 0.2 0   #_2959
2013    7   4   0   0   1   75.5    75.5    0.98    0   0   0   0   0.285714    0.285714    0.285714    0.142857    0   0   #_2960
2013    7   4   0   0   1   76.5    76.5    0.7 0   0   0   0   0.4 0.2 0.4 0   0   0   #_2961
2013    7   4   0   0   1   77.5    77.5    0.14    0   0   0   0   0   0   0   1   0   0   #_2962
2013    7   4   0   0   1   78.5    78.5    0.42    0   0   0   0   0   0.666667    0.333333    0   0   0   #_2963
2013    7   4   0   0   1   79.5    79.5    0.28    0   0   0   0   0   0   0   0.5 0.5 0   #_2964
2013    7   4   0   0   1   80.5    80.5    0.42    0   0   0   0   0   0.333333    0.666667    0   0   0   #_2965
2013    7   4   0   0   1   81.5    81.5    0.14    0   0   0   0   0   0   1   0   0   0   #_2966
2013    7   4   0   0   1   82.5    82.5    0.14    0   0   0   0   0   0   1   0   0   0   #_2967
2013    7   4   0   0   1   83.5    83.5    0.28    0   0   0   0   0   0   0.5 0   0.5 0   #_2968
2013    7   4   0   0   1   84.5    84.5    0.42    0   0   0   0   0   0.333333    0.666667    0   0   0   #_2969
2013    7   4   0   0   1   85.5    85.5    0.14    0   0   0   0   0   1   0   0   0   0   #_2970
2013    7   4   0   0   1   87.5    87.5    0.28    0   0   0   0   0   0   0.5 0.5 0   0   #_2971
2013    7   4   0   0   1   88.5    88.5    0.14    0   0   0   0   0   0   0   1   0   0   #_2972
2013    7   4   0   0   1   9.5 9.5 0.14    1   0   0   0   0   0   0   0   0   0   #_2973
2013    7   4   0   0   1   92.5    92.5    0.14    0   0   0   0   0   0   0   1   0   0   #_2974
2013    7   4   0   0   1   96.5    96.5    0.14    0   0   0   0   0   0   0   1   0   0   #_2975
2015    7   4   0   0   1   15.5    15.5    0.42    1   0   0   0   0   0   0   0   0   0   #_2976
2015    7   4   0   0   1   16.5    16.5    0.14    1   0   0   0   0   0   0   0   0   0   #_2977
2015    7   4   0   0   1   17.5    17.5    0.56    1   0   0   0   0   0   0   0   0   0   #_2978
2015    7   4   0   0   1   18.5    18.5    0.28    1   0   0   0   0   0   0   0   0   0   #_2979
2015    7   4   0   0   1   19.5    19.5    0.7 1   0   0   0   0   0   0   0   0   0   #_2980
2015    7   4   0   0   1   20.5    20.5    0.42    1   0   0   0   0   0   0   0   0   0   #_2981
2015    7   4   0   0   1   21.5    21.5    1.26    1   0   0   0   0   0   0   0   0   0   #_2982
2015    7   4   0   0   1   22.5    22.5    0.84    0.833333    0.166667    0   0   0   0   0   0   0   0   #_2983
2015    7   4   0   0   1   23.5    23.5    0.84    1   0   0   0   0   0   0   0   0   0   #_2984
2015    7   4   0   0   1   24.5    24.5    0.56    1   0   0   0   0   0   0   0   0   0   #_2985
2015    7   4   0   0   1   25.5    25.5    0.28    1   0   0   0   0   0   0   0   0   0   #_2986
2015    7   4   0   0   1   26.5    26.5    0.42    0.333333    0.666667    0   0   0   0   0   0   0   0   #_2987
2015    7   4   0   0   1   27.5    27.5    0.56    0.25    0.75    0   0   0   0   0   0   0   0   #_2988
2015    7   4   0   0   1   28.5    28.5    0.42    0.333333    0.666667    0   0   0   0   0   0   0   0   #_2989
2015    7   4   0   0   1   29.5    29.5    0.42    0   1   0   0   0   0   0   0   0   0   #_2990
2015    7   4   0   0   1   30.5    30.5    0.56    0.25    0.75    0   0   0   0   0   0   0   0   #_2991
2015    7   4   0   0   1   31.5    31.5    0.84    0   0.833333    0.166667    0   0   0   0   0   0   0   #_2992
2015    7   4   0   0   1   32.5    32.5    0.7 0   1   0   0   0   0   0   0   0   0   #_2993
2015    7   4   0   0   1   33.5    33.5    1.82    0   0.923077    0.0769231   0   0   0   0   0   0   0   #_2994
2015    7   4   0   0   1   34.5    34.5    1.68    0.0833333   0.75    0.166667    0   0   0   0   0   0   0   #_2995
2015    7   4   0   0   1   35.5    35.5    1.82    0   0.923077    0.0769231   0   0   0   0   0   0   0   #_2996
2015    7   4   0   0   1   36.5    36.5    2.1 0   0.866667    0.133333    0   0   0   0   0   0   0   #_2997
2015    7   4   0   0   1   37.5    37.5    2.24    0   0.8125  0.1875  0   0   0   0   0   0   0   #_2998
2015    7   4   0   0   1   38.5    38.5    2.1 0   0.733333    0.266667    0   0   0   0   0   0   0   #_2999
2015    7   4   0   0   1   39.5    39.5    2.24    0   0.125   0.8125  0.0625  0   0   0   0   0   0   #_3000
2015    7   4   0   0   1   40.5    40.5    2.38    0   0.411765    0.588235    0   0   0   0   0   0   0   #_3001
2015    7   4   0   0   1   41.5    41.5    2.24    0   0.125   0.875   0   0   0   0   0   0   0   #_3002
2015    7   4   0   0   1   42.5    42.5    2.66    0   0.157895    0.789474    0.0526316   0   0   0   0   0   0   #_3003
2015    7   4   0   0   1   43.5    43.5    2.52    0   0.222222    0.777778    0   0   0   0   0   0   0   #_3004
2015    7   4   0   0   1   44.5    44.5    2.94    0   0.0952381   0.857143    0.047619    0   0   0   0   0   0   #_3005
2015    7   4   0   0   1   45.5    45.5    2.94    0   0.047619    0.952381    0   0   0   0   0   0   0   #_3006
2015    7   4   0   0   1   46.5    46.5    2.38    0   0   0.941176    0.0588235   0   0   0   0   0   0   #_3007
2015    7   4   0   0   1   47.5    47.5    2.8 0   0.05    0.8 0.15    0   0   0   0   0   0   #_3008
2015    7   4   0   0   1   48.5    48.5    3.08    0   0   0.590909    0.409091    0   0   0   0   0   0   #_3009
2015    7   4   0   0   1   49.5    49.5    2.94    0   0   0.52381 0.47619 0   0   0   0   0   0   #_3010
2015    7   4   0   0   1   50.5    50.5    3.08    0   0   0.545455    0.454545    0   0   0   0   0   0   #_3011
2015    7   4   0   0   1   51.5    51.5    3.08    0   0   0.545455    0.363636    0.0909091   0   0   0   0   0   #_3012
2015    7   4   0   0   1   52.5    52.5    3.08    0   0   0.454545    0.5 0.0454545   0   0   0   0   0   #_3013
2015    7   4   0   0   1   53.5    53.5    2.66    0   0   0.578947    0.368421    0.0526316   0   0   0   0   0   #_3014
2015    7   4   0   0   1   54.5    54.5    3.08    0   0   0.5 0.454545    0   0.0454545   0   0   0   0   #_3015
2015    7   4   0   0   1   55.5    55.5    2.24    0   0   0.3125  0.625   0   0.0625  0   0   0   0   #_3016
2015    7   4   0   0   1   56.5    56.5    2.94    0   0   0.380952    0.571429    0.047619    0   0   0   0   0   #_3017
2015    7   4   0   0   1   57.5    57.5    2.94    0   0   0.428571    0.47619 0.0952381   0   0   0   0   0   #_3018
2015    7   4   0   0   1   58.5    58.5    2.24    0   0   0.3125  0.625   0.0625  0   0   0   0   0   #_3019
2015    7   4   0   0   1   59.5    59.5    2.24    0   0   0.1875  0.6875  0.125   0   0   0   0   0   #_3020
2015    7   4   0   0   1   60.5    60.5    1.82    0   0   0.0769231   0.538462    0.384615    0   0   0   0   0   #_3021
2015    7   4   0   0   1   61.5    61.5    1.68    0   0   0   0.583333    0.416667    0   0   0   0   0   #_3022
2015    7   4   0   0   1   62.5    62.5    1.96    0   0   0   0.428571    0.571429    0   0   0   0   0   #_3023
2015    7   4   0   0   1   63.5    63.5    1.4 0   0   0   0.4 0.4 0.2 0   0   0   0   #_3024
2015    7   4   0   0   1   64.5    64.5    2.24    0   0   0   0.3125  0.4375  0.1875  0.0625  0   0   0   #_3025
2015    7   4   0   0   1   65.5    65.5    1.82    0   0   0   0.307692    0.307692    0.307692    0.0769231   0   0   0   #_3026
2015    7   4   0   0   1   66.5    66.5    1.4 0   0   0   0.3 0.5 0   0.2 0   0   0   #_3027
2015    7   4   0   0   1   67.5    67.5    1.4 0   0   0   0   0.6 0.2 0.2 0   0   0   #_3028
2015    7   4   0   0   1   68.5    68.5    0.7 0   0   0   0.4 0.4 0.2 0   0   0   0   #_3029
2015    7   4   0   0   1   69.5    69.5    0.84    0   0   0   0.166667    0.833333    0   0   0   0   0   #_3030
2015    7   4   0   0   1   70.5    70.5    0.98    0   0   0   0   0.571429    0.285714    0.142857    0   0   0   #_3031
